,id,age,detailed industry recode,detailed occupation recode,education,wage per hour,marital stat,race,hispanic origin,sex,full or part time employment stat,capital gains,capital losses,dividends from stocks,tax filer stat,detailed household and family stat,detailed household summary in household,num persons worked for employer,citizenship,own business or self employed,veterans benefits,weeks worked in year,year,y
22763,22763,16,0,0,2,0,0,3,5,0,4,0,0,0,5,0,0,0,4,0,2,0,95,-50000
22764,22764,25,34,26,1,0,1,3,5,1,5,0,0,0,2,3,4,6,4,0,2,52,95,-50000
22765,22765,55,29,31,7,0,1,3,5,1,2,0,0,0,2,32,7,6,4,0,2,52,95, 50000+.
22766,22766,72,0,0,0,0,4,3,5,0,4,0,0,0,1,3,4,0,4,0,2,0,95,-50000
22767,22767,51,0,0,15,0,5,3,5,0,0,0,0,0,5,3,4,0,4,0,2,0,94,-50000
22768,22768,52,23,2,7,0,1,3,5,1,0,3103,0,6,2,3,4,3,4,0,2,52,94, 50000+.
22769,22769,31,4,34,7,0,1,3,5,1,0,0,0,0,2,3,4,2,4,0,2,52,94, 50000+.
22770,22770,46,32,16,1,0,1,3,5,1,1,15024,0,0,2,3,4,1,4,1,2,52,95, 50000+.
22771,22771,49,43,10,1,0,1,3,5,0,0,0,0,9,2,32,7,3,4,0,2,52,94,-50000
22772,22772,29,37,2,1,0,1,3,5,0,0,0,0,150,2,32,7,5,4,0,2,52,94, 50000+.
22773,22773,37,26,36,1,0,1,3,5,1,0,0,0,0,2,3,4,6,4,0,2,52,94,-50000
22774,22774,25,33,23,7,0,1,3,5,0,5,0,0,0,2,32,7,2,4,2,2,43,95,-50000
22775,22775,60,0,0,15,0,4,1,5,0,4,0,0,0,5,3,4,0,4,0,2,0,95,-50000
22776,22776,54,31,3,10,0,1,3,5,1,0,0,0,3000,2,3,4,6,4,0,2,52,94, 50000+.
22777,22777,39,41,30,7,377,1,3,5,0,5,0,0,0,2,32,7,5,4,0,2,30,95,-50000
22778,22778,77,0,0,10,0,4,3,5,0,0,0,0,0,5,1,4,0,4,0,1,0,94,-50000
22779,22779,50,4,34,7,80,1,4,5,1,5,5178,0,50,2,3,4,1,4,0,2,52,95, 50000+.
22780,22780,28,33,16,10,0,1,3,5,1,0,0,0,0,2,3,4,6,4,0,2,52,94,-50000
22781,22781,43,30,26,7,0,1,4,5,0,0,0,0,390,2,32,7,6,1,0,2,52,94,-50000
22782,22782,77,29,2,10,0,1,3,5,0,5,0,0,0,0,32,7,4,4,0,2,52,95,-50000
22783,22783,20,0,0,2,0,0,3,4,0,0,0,0,0,5,14,6,0,1,0,2,0,94,-50000
22784,22784,34,33,29,2,0,6,3,5,0,5,0,0,0,1,3,4,2,4,0,2,26,95,-50000
22785,22785,61,29,26,1,0,1,3,5,0,5,0,0,1000,2,32,7,1,4,2,2,52,95,-50000
22786,22786,26,42,12,7,0,1,4,5,0,0,0,0,0,2,3,4,3,4,0,2,52,94,-50000
22787,22787,36,32,41,10,0,1,1,5,1,5,0,0,0,2,32,7,6,4,0,2,52,95,-50000
22788,22788,46,33,41,10,0,5,3,5,0,0,0,0,0,3,16,3,6,4,2,2,44,94,-50000
22789,22789,68,0,0,15,0,4,3,5,0,4,0,0,0,5,1,4,0,4,0,2,0,95,-50000
22790,22790,40,29,2,1,0,5,3,5,1,5,0,0,0,3,1,4,6,4,0,2,52,95, 50000+.
22791,22791,64,33,19,10,0,1,3,5,1,0,0,0,0,4,3,4,3,4,2,2,52,94,-50000
22792,22792,46,45,11,11,699,0,3,5,1,0,0,0,0,3,1,4,3,4,0,2,52,94, 50000+.
22793,22793,37,35,2,7,0,1,4,5,0,0,0,0,0,2,32,7,4,3,0,2,52,94,-50000
22794,22794,34,50,23,10,0,5,3,5,0,0,0,0,0,1,3,4,6,4,0,2,52,94,-50000
22795,22795,34,41,30,12,0,1,3,5,0,0,0,0,200,2,32,7,6,4,0,2,26,94,-50000
22796,22796,78,0,0,9,0,4,4,5,0,4,0,0,0,5,3,4,0,4,0,2,0,95,-50000
22797,22797,40,42,2,1,0,4,3,5,0,0,0,0,0,1,3,4,1,4,0,2,21,94,-50000
22798,22798,37,35,2,0,0,1,3,5,1,5,15024,0,0,2,3,4,6,4,0,2,52,95, 50000+.
22799,22799,70,0,0,1,0,1,3,5,1,0,0,0,8,4,3,4,0,4,0,2,0,94,-50000
22800,22800,41,33,29,7,0,1,3,6,0,5,0,0,0,2,32,7,6,1,0,2,30,95,-50000
22801,22801,32,6,37,10,0,1,1,5,1,5,0,0,0,2,3,4,4,4,0,2,52,95,-50000
22802,22802,34,3,26,10,0,1,3,5,0,5,0,0,225,2,3,4,4,4,0,2,52,95,-50000
22803,22803,47,9,4,7,0,1,3,5,1,0,0,0,0,2,3,4,6,4,2,2,52,94,-50000
22804,22804,53,45,31,10,0,1,3,5,0,5,0,0,0,2,32,7,4,4,0,2,52,95,-50000
22805,22805,27,41,2,0,0,0,3,5,1,5,0,0,0,3,1,4,4,4,0,2,52,95, 50000+.
22806,22806,21,33,29,10,160,6,1,5,1,5,0,0,0,3,19,6,6,4,2,2,28,95,-50000
22807,22807,28,0,0,10,0,3,3,5,0,0,0,0,0,5,6,3,6,4,0,2,4,94,-50000
22808,22808,62,0,0,9,0,1,3,5,1,0,0,0,0,2,3,4,0,4,0,2,0,94,-50000
22809,22809,27,35,26,16,0,0,3,5,0,0,0,0,0,3,1,4,6,4,0,2,52,94,-50000
22810,22810,11,0,0,3,0,0,4,5,0,0,0,0,0,5,22,0,0,1,0,0,0,95,-50000
22811,22811,74,11,35,1,0,4,3,5,1,0,15831,0,8000,3,1,4,1,3,0,2,26,94, 50000+.
22812,22812,32,13,3,0,0,6,3,5,1,0,0,2824,100,3,1,4,6,4,2,2,52,94, 50000+.
22813,22813,54,19,2,1,0,1,3,5,1,5,0,0,0,2,3,4,5,4,2,1,52,95, 50000+.
22814,22814,5,0,0,3,0,0,3,0,1,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
22815,22815,64,0,0,10,0,1,3,5,1,0,0,0,0,2,32,7,1,1,0,2,16,94,-50000
22816,22816,25,4,34,10,0,1,3,5,1,0,0,0,0,5,3,4,1,4,0,2,26,94,-50000
22817,22817,55,4,34,14,0,1,3,5,1,5,0,0,0,2,3,4,1,4,0,2,52,95,-50000
22818,22818,19,0,0,10,0,0,3,0,0,4,0,0,0,5,13,6,0,3,0,2,0,95,-50000
22819,22819,21,9,36,10,0,0,1,5,1,0,0,0,0,5,14,6,0,4,0,2,0,94,-50000
22820,22820,44,33,41,10,0,1,3,5,0,5,0,0,0,2,32,7,6,3,0,2,52,95,-50000
22821,22821,57,0,0,11,0,1,3,5,0,0,0,0,1000,2,32,7,0,4,0,2,0,94, 50000+.
22822,22822,46,0,0,1,0,1,3,5,0,4,0,0,0,2,3,4,1,4,0,2,25,95,-50000
22823,22823,80,0,0,10,0,4,3,5,1,4,7896,0,5000,3,1,4,0,4,0,2,0,95,-50000
22824,22824,47,32,16,10,0,1,3,5,1,5,0,0,0,2,32,7,2,4,0,2,52,95,-50000
22825,22825,46,11,35,16,0,1,3,5,1,5,0,0,450,2,3,4,6,4,0,2,52,95, 50000+.
22826,22826,61,36,42,15,0,1,3,1,1,5,0,0,0,2,3,4,1,0,0,2,52,95,-50000
22827,22827,46,43,10,0,0,1,3,5,0,0,0,0,0,2,32,7,6,4,0,2,52,94,-50000
22828,22828,53,40,32,15,0,1,3,0,0,0,0,0,0,2,32,7,1,4,0,2,50,94,-50000
22829,22829,41,43,38,7,0,1,3,5,0,7,0,0,0,2,32,7,3,4,0,2,52,95,-50000
22830,22830,71,0,0,1,0,1,3,5,1,4,0,0,13000,0,3,4,0,4,0,2,0,95, 50000+.
22831,22831,42,33,34,7,0,1,3,5,1,0,0,0,0,2,3,4,1,4,0,2,52,94,-50000
22832,22832,40,35,5,1,0,1,3,5,1,5,0,0,4000,2,3,4,6,4,0,2,52,95, 50000+.
22833,22833,39,4,40,10,0,1,3,5,1,2,0,0,0,2,32,7,6,4,0,2,52,95,-50000
22834,22834,82,0,0,12,0,4,3,5,0,4,0,0,0,5,1,4,0,4,0,2,0,95,-50000
22835,22835,8,0,0,3,0,0,1,5,0,0,0,0,0,5,22,0,0,4,0,0,0,95,-50000
22836,22836,31,41,2,1,0,1,3,5,0,5,0,0,200,2,32,7,4,4,0,2,52,95,-50000
22837,22837,62,0,0,10,0,4,3,5,1,0,0,0,0,5,3,4,0,4,0,2,0,94, 50000+.
22838,22838,44,9,37,8,79,0,3,3,0,0,0,0,0,3,1,4,6,1,2,2,52,94,-50000
22839,22839,33,0,0,10,0,0,3,1,1,4,0,0,0,5,14,6,0,4,0,2,0,95,-50000
22840,22840,35,30,12,1,0,1,3,7,1,5,99999,0,50,2,3,4,6,4,0,2,52,95, 50000+.
22841,22841,10,0,0,3,0,0,3,1,1,0,0,0,0,5,22,0,0,4,0,0,0,95,-50000
22842,22842,32,31,3,1,0,1,3,5,1,5,0,0,0,2,32,7,6,4,0,2,52,95, 50000+.
22843,22843,56,0,0,1,0,5,3,5,0,4,0,0,2000,3,1,4,0,4,0,2,0,95,-50000
22844,22844,14,0,0,3,0,0,1,5,1,0,0,0,0,5,22,0,0,1,0,0,0,94,-50000
22845,22845,37,25,42,7,0,5,3,5,1,0,0,1504,0,3,19,6,5,4,0,2,52,94,-50000
22846,22846,25,0,0,14,0,1,3,5,0,0,0,0,0,2,32,7,0,1,0,2,0,94,-50000
22847,22847,45,37,5,10,0,1,3,5,0,0,0,0,0,2,32,7,6,4,0,2,52,94,-50000
22848,22848,39,4,2,7,0,1,3,5,1,5,0,0,0,2,32,7,3,4,0,2,52,95, 50000+.
22849,22849,26,0,0,1,0,4,3,9,0,0,0,0,0,5,1,4,0,4,0,2,0,94,-50000
22850,22850,60,2,43,1,0,1,3,5,1,5,0,0,900,2,3,4,1,4,1,2,52,95,-50000
22851,22851,10,0,0,3,0,0,3,5,0,0,0,0,0,5,22,0,0,4,0,0,0,95,-50000
22852,22852,51,44,2,0,0,1,3,5,1,5,0,0,0,2,32,7,2,4,0,2,52,95, 50000+.
22853,22853,48,47,28,10,0,1,3,5,1,5,0,1977,0,2,3,4,4,4,0,2,52,95, 50000+.
22854,22854,86,0,0,10,0,4,3,5,0,0,2964,0,0,3,1,4,0,4,0,2,0,94,-50000
22855,22855,77,0,0,2,0,4,3,5,0,0,0,0,0,5,1,4,0,4,0,2,0,94,-50000
22856,22856,35,24,36,16,0,0,3,5,1,5,0,0,0,3,14,6,6,4,0,2,52,95,-50000
22857,22857,17,39,41,5,0,0,3,5,1,0,0,0,1000,3,22,0,0,4,0,2,0,94,-50000
22858,22858,28,0,0,9,0,1,4,5,0,4,0,0,0,5,32,7,0,1,0,2,0,95,-50000
22859,22859,41,43,10,1,0,1,3,5,0,0,0,0,0,2,32,7,6,4,0,2,20,94,-50000
22860,22860,45,34,3,7,0,5,3,1,0,0,0,0,16,1,3,4,3,0,0,2,52,94,-50000
22861,22861,31,33,29,8,0,1,3,1,0,0,0,0,0,2,32,7,3,3,0,2,43,94,-50000
22862,22862,49,13,37,10,610,1,3,5,1,0,0,0,121,2,3,4,6,4,0,2,52,94, 50000+.
22863,22863,20,33,19,7,0,0,3,5,0,0,0,0,0,3,14,6,1,4,0,2,26,94,-50000
22864,22864,56,4,34,12,0,1,3,5,1,2,15024,0,37,2,3,4,1,4,0,2,52,95, 50000+.
22865,22865,71,0,0,8,0,4,3,0,1,0,0,0,0,1,3,4,0,4,0,2,0,94,-50000
22866,22866,34,35,17,1,0,1,3,5,1,5,2829,0,0,2,3,4,1,4,0,2,52,95,-50000
22867,22867,50,0,0,7,0,1,3,5,0,0,0,0,0,2,32,7,6,4,0,2,8,94,-50000
22868,22868,17,33,19,2,0,0,3,5,0,0,0,0,0,3,22,0,1,4,1,2,52,94,-50000
22869,22869,56,37,28,6,0,5,3,5,1,0,0,0,0,3,1,4,3,4,0,2,52,94,-50000
22870,22870,18,0,0,7,0,0,3,3,0,0,0,0,0,5,14,6,3,4,0,2,12,94,-50000
22871,22871,37,3,24,10,244,1,3,5,0,0,0,0,0,2,32,7,1,4,0,2,52,94,-50000
22872,22872,60,0,0,10,0,1,3,5,0,0,0,0,2500,2,32,7,0,4,0,2,0,94,-50000
22873,22873,27,33,2,7,0,0,1,5,1,5,0,0,0,1,3,4,3,4,0,2,52,95, 50000+.
22874,22874,45,4,2,5,0,5,3,5,1,1,0,0,0,5,16,3,0,4,0,2,0,95,-50000
22875,22875,36,43,10,1,0,1,3,5,0,0,0,0,0,2,32,7,5,4,0,2,20,94,-50000
22876,22876,29,42,30,10,0,1,3,5,0,0,0,0,0,2,32,7,1,4,0,2,52,94,-50000
22877,22877,42,34,2,1,0,1,3,5,1,5,0,0,1000,2,3,4,6,4,0,2,52,95, 50000+.
22878,22878,45,45,5,1,0,1,3,5,1,5,0,0,1000,2,3,4,5,4,0,2,51,95, 50000+.
22879,22879,42,32,22,12,0,0,3,0,1,0,0,0,0,3,16,3,5,4,0,2,52,94,-50000
22880,22880,39,49,3,12,0,5,4,5,0,5,0,0,0,1,3,4,6,4,0,2,52,95, 50000+.
22881,22881,43,0,0,6,0,1,2,5,1,0,0,0,0,5,3,4,0,4,0,2,0,94,-50000
22882,22882,52,34,21,1,0,1,4,5,0,0,0,0,0,2,32,7,4,0,0,2,52,94,-50000
22883,22883,68,0,0,15,0,4,3,1,0,4,0,0,0,5,1,4,0,3,0,2,0,95,-50000
22884,22884,44,43,29,10,0,1,3,5,0,2,0,0,0,2,32,7,6,4,0,2,52,95,-50000
22885,22885,43,3,14,7,0,1,3,5,0,0,0,0,12,2,32,7,6,4,0,2,52,94,-50000
22886,22886,72,0,0,10,0,1,3,5,1,0,0,0,21,0,32,7,0,4,0,2,0,94,-50000
22887,22887,9,0,0,3,0,0,3,8,1,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
22888,22888,35,33,29,10,0,5,3,5,0,2,0,0,0,1,6,3,2,4,0,2,52,95,-50000
22889,22889,44,40,31,7,0,1,0,3,1,5,0,0,88,2,3,4,6,1,2,2,52,95,-50000
22890,22890,76,0,0,1,0,1,3,5,1,0,0,2377,18479,0,3,4,0,4,0,2,0,94, 50000+.
22891,22891,36,0,0,1,0,3,3,5,1,0,0,0,0,3,1,4,0,1,0,2,0,94,-50000
22892,22892,54,11,2,0,304,1,3,5,1,0,0,0,0,2,32,7,2,4,0,2,52,94, 50000+.
22893,22893,8,0,0,3,0,0,3,5,1,0,0,0,0,5,28,5,0,4,0,0,0,94,-50000
22894,22894,45,34,3,12,0,6,3,5,1,5,0,0,0,3,1,4,3,4,0,2,52,95,-50000
22895,22895,36,37,5,1,0,1,3,5,0,5,0,1977,2500,2,3,4,1,4,0,2,52,95, 50000+.
22896,22896,60,9,36,15,0,5,3,5,0,0,0,0,0,1,3,4,6,4,0,2,52,94,-50000
22897,22897,5,0,0,3,0,0,3,5,1,0,0,0,0,5,22,0,0,4,0,0,0,95,-50000
22898,22898,47,43,10,1,0,1,3,5,0,5,0,0,0,2,32,7,4,4,0,2,52,95, 50000+.
22899,22899,44,43,12,1,0,1,3,5,0,0,0,0,0,2,32,7,4,4,0,2,10,94,-50000
22900,22900,54,32,18,14,0,1,3,5,1,5,0,0,0,4,32,7,6,4,0,2,52,95,-50000
22901,22901,22,0,0,9,0,1,3,1,0,0,0,0,0,5,25,5,0,1,0,2,0,94,-50000
22902,22902,20,19,36,8,169,1,3,1,1,5,0,0,0,2,3,4,1,1,2,2,47,95,-50000
22903,22903,70,0,0,14,0,1,3,5,0,4,0,0,50,5,32,7,0,4,0,2,0,95,-50000
22904,22904,26,32,26,7,0,0,0,7,0,5,0,0,0,1,3,4,1,4,2,2,52,95,-50000
22905,22905,47,42,12,1,717,1,3,5,1,5,0,0,0,2,3,4,5,3,0,2,52,95, 50000+.
22906,22906,26,0,0,7,0,0,4,5,1,4,0,0,0,5,1,4,0,1,0,2,0,95,-50000
22907,22907,72,49,1,7,0,1,3,5,1,5,20051,0,8000,0,3,4,6,4,0,2,52,95, 50000+.
22908,22908,31,33,38,10,0,1,3,5,1,0,0,0,0,2,3,4,6,4,0,2,52,94,-50000
22909,22909,40,0,0,10,0,1,3,5,0,0,0,0,0,5,32,7,0,4,0,2,0,94,-50000
22910,22910,24,44,30,1,0,0,3,5,0,0,0,0,0,3,1,4,4,4,2,2,32,94,-50000
22911,22911,45,11,4,0,0,1,3,5,1,0,0,0,0,2,3,4,5,4,0,2,52,94, 50000+.
22912,22912,31,0,0,1,0,1,4,5,0,4,0,0,0,2,32,7,0,1,0,2,0,95,-50000
22913,22913,27,1,34,9,0,1,0,1,1,0,0,0,0,2,15,3,2,1,2,2,39,94,-50000
22914,22914,33,43,10,1,0,1,3,5,0,6,0,0,0,2,32,7,4,4,1,2,44,95,-50000
22915,22915,49,0,0,12,0,1,3,5,1,4,0,0,0,2,3,4,0,4,0,1,0,95,-50000
22916,22916,86,0,0,0,0,4,3,5,0,0,0,0,0,3,1,4,0,4,0,1,0,94, 50000+.
22917,22917,33,24,36,10,0,0,3,5,1,5,0,0,0,3,1,4,6,4,2,2,48,95,-50000
22918,22918,29,0,0,9,0,1,3,3,0,0,0,0,0,2,32,7,0,1,0,2,0,94,-50000
22919,22919,25,33,26,10,261,0,3,5,0,5,0,0,0,3,16,3,6,4,0,2,52,95,-50000
22920,22920,55,42,2,1,0,1,3,5,1,0,15024,0,0,2,3,4,4,4,0,2,52,94, 50000+.
22921,22921,37,33,2,7,0,1,3,5,1,0,0,0,0,2,32,7,2,4,0,2,52,94,-50000
22922,22922,42,0,0,10,0,1,3,5,0,0,0,0,0,2,32,7,2,4,0,2,25,94,-50000
22923,22923,45,0,0,10,0,6,1,5,0,0,0,0,0,5,3,4,0,4,0,2,0,94,-50000
22924,22924,43,4,34,7,0,1,3,5,1,5,0,1902,0,2,3,4,1,4,0,2,52,95, 50000+.
22925,22925,14,0,0,3,0,0,3,0,0,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
22926,22926,56,32,26,7,488,1,3,5,0,0,0,0,0,2,32,7,6,4,2,2,52,94,-50000
22927,22927,52,43,10,0,0,1,3,5,0,0,0,0,0,2,32,7,6,4,0,2,52,94,-50000
22928,22928,35,35,2,1,0,1,3,5,1,0,0,0,0,2,3,4,2,4,0,2,52,94, 50000+.
22929,22929,19,33,29,10,0,0,1,5,1,1,0,0,0,5,14,6,6,4,0,2,16,95,-50000
22930,22930,30,31,35,1,0,5,3,4,1,0,0,0,0,3,19,6,3,4,0,2,52,94,-50000
22931,22931,82,0,0,1,0,1,3,5,1,0,6418,0,13000,0,3,4,0,4,0,2,0,94,-50000
22932,22932,43,32,16,12,0,1,3,5,1,0,7688,0,0,2,3,4,6,4,0,2,52,94, 50000+.
22933,22933,35,25,2,4,0,1,3,5,1,5,0,0,250,2,32,7,6,4,2,2,52,95, 50000+.
22934,22934,10,0,0,3,0,0,0,7,1,0,0,0,0,5,22,0,0,4,0,0,0,95,-50000
22935,22935,4,0,0,3,0,0,3,5,0,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
22936,22936,48,36,27,1,86,5,3,5,0,0,0,0,0,3,1,4,3,1,2,2,52,94,-50000
22937,22937,37,50,3,7,0,1,3,5,0,5,0,0,0,2,3,4,6,4,0,2,52,95,-50000
22938,22938,18,0,0,2,0,0,3,5,0,4,0,0,0,5,14,6,3,4,0,2,8,95,-50000
22939,22939,29,29,25,10,0,1,3,5,1,5,0,0,0,2,3,4,3,4,0,2,52,95,-50000
22940,22940,45,31,35,7,0,1,3,5,1,0,0,0,0,2,3,4,3,4,0,2,52,94, 50000+.
22941,22941,38,0,0,7,0,1,3,5,0,0,0,0,50,2,32,7,0,4,0,2,0,94,-50000
22942,22942,90,0,0,10,0,4,3,2,0,0,0,0,0,5,31,5,0,4,0,2,0,94,-50000
22943,22943,85,0,0,7,0,4,3,5,0,0,0,0,2806,3,1,4,0,4,0,2,0,94,-50000
22944,22944,89,0,0,7,0,4,3,5,0,0,0,0,24000,3,1,4,0,4,0,2,0,94, 50000+.
22945,22945,11,0,0,3,0,0,3,5,0,0,0,0,0,5,22,0,0,4,0,0,0,95,-50000
22946,22946,24,22,36,1,0,0,3,5,0,5,0,0,0,3,16,3,4,4,0,2,52,95,-50000
22947,22947,45,42,30,10,0,5,3,5,0,0,0,0,0,1,3,4,3,4,0,2,52,94,-50000
22948,22948,30,25,36,10,0,0,3,5,1,1,0,0,0,3,5,5,4,4,0,2,52,95,-50000
22949,22949,72,0,0,7,0,1,3,5,1,4,0,0,903,0,3,4,0,4,0,2,0,95,-50000
22950,22950,43,4,34,10,0,1,1,5,1,5,3464,0,0,2,3,4,1,4,0,2,48,95,-50000
22951,22951,66,42,7,4,0,1,3,5,1,0,0,0,2000,4,3,4,1,4,0,2,52,94,-50000
22952,22952,70,0,0,15,0,1,3,5,1,0,0,0,0,4,3,4,0,4,0,2,0,94,-50000
22953,22953,59,0,0,16,0,4,3,5,0,4,0,0,0,3,1,4,3,4,0,2,51,95,-50000
22954,22954,73,0,0,7,0,1,3,5,1,0,0,0,7796,0,3,4,0,4,0,2,0,94,-50000
22955,22955,20,43,26,7,112,0,3,5,0,0,0,0,0,3,14,6,6,4,2,2,40,94,-50000
22956,22956,33,0,0,7,0,1,3,5,0,0,0,0,0,2,32,7,0,4,0,2,0,94,-50000
22957,22957,23,6,35,10,0,0,0,5,0,5,0,0,0,3,1,4,6,1,0,2,52,95,-50000
22958,22958,20,33,29,10,0,0,3,5,0,5,0,0,0,3,1,4,6,0,0,2,50,95,-50000
22959,22959,43,34,2,1,0,1,3,5,1,5,0,0,0,2,32,7,6,4,0,2,52,95, 50000+.
22960,22960,86,0,0,7,0,1,3,5,1,4,0,0,2000,0,3,4,0,4,0,2,0,95,-50000
22961,22961,41,29,26,10,209,1,3,5,0,5,0,0,0,2,32,7,6,4,0,2,52,95,-50000
22962,22962,33,34,3,7,0,5,3,5,0,1,0,0,0,1,33,6,4,4,0,2,26,95,-50000
22963,22963,75,0,0,7,0,1,3,5,1,4,9386,0,0,0,3,4,0,4,0,2,0,95, 50000+.
22964,22964,34,2,44,14,79,1,3,5,1,0,0,0,0,2,3,4,1,4,0,2,52,94,-50000
22965,22965,24,0,0,7,0,0,3,3,0,0,0,0,0,5,14,6,0,1,0,2,0,94,-50000
22966,22966,44,42,30,10,78,0,1,5,0,0,0,0,0,1,3,4,3,4,0,2,52,94,-50000
22967,22967,34,35,2,1,0,1,3,6,0,0,0,0,0,2,32,7,3,3,0,2,52,94,-50000
22968,22968,36,37,19,10,0,1,1,5,0,0,0,0,0,2,32,7,5,4,0,2,26,94,-50000
22969,22969,75,0,0,14,0,4,3,5,0,0,0,0,0,5,1,4,0,4,0,2,0,94,-50000
22970,22970,26,0,0,10,0,5,3,5,0,0,0,0,0,5,33,6,0,4,0,2,0,94,-50000
22971,22971,60,0,0,1,0,1,3,5,1,0,0,0,5000,2,32,7,0,4,0,2,0,94,-50000
22972,22972,23,44,12,1,0,0,0,5,0,0,0,0,0,3,16,3,6,1,0,2,52,94,-50000
22973,22973,32,4,34,7,0,0,3,3,1,5,1471,0,0,1,3,4,2,1,0,2,52,95,-50000
22974,22974,42,0,0,12,0,1,3,5,0,0,0,0,250,2,32,7,0,4,0,2,0,94,-50000
22975,22975,43,0,0,0,0,1,3,5,0,4,15024,0,0,2,3,4,6,4,0,2,40,95,-50000
22976,22976,48,43,29,10,0,1,3,5,0,0,0,0,0,2,32,7,5,4,0,2,42,94,-50000
22977,22977,30,43,19,16,0,1,3,5,0,5,0,0,0,2,32,7,6,4,0,2,52,95,-50000
22978,22978,18,33,29,2,76,0,3,5,1,0,0,0,0,3,14,6,6,4,0,2,52,94,-50000
22979,22979,28,29,39,10,0,0,3,5,1,0,0,0,0,3,14,6,6,4,2,2,48,94,-50000
22980,22980,29,23,33,10,0,1,3,5,0,0,0,0,5,2,32,7,6,4,0,2,52,94,-50000
22981,22981,37,37,2,0,0,1,3,5,0,0,0,0,150,2,32,7,1,4,0,2,52,94, 50000+.
22982,22982,59,34,3,1,0,1,3,5,1,0,7688,0,0,2,3,4,1,4,1,2,52,94, 50000+.
22983,22983,46,7,36,10,0,1,3,5,1,5,0,0,0,2,3,4,6,4,0,2,52,95,-50000
22984,22984,70,0,0,1,0,1,3,5,0,4,0,0,150,0,32,7,0,4,0,2,0,95,-50000
22985,22985,6,0,0,3,0,0,0,5,0,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
22986,22986,47,43,23,16,0,1,3,5,0,0,0,0,0,2,32,7,6,4,0,2,52,94,-50000
22987,22987,72,0,0,10,0,1,3,5,1,0,0,0,0,4,3,4,0,4,0,2,0,94,-50000
22988,22988,21,29,37,10,0,1,3,5,1,0,0,0,0,2,32,7,1,4,2,2,52,94,-50000
22989,22989,75,0,0,7,0,5,3,5,0,0,2329,0,23,3,1,4,0,3,0,2,0,94,-50000
22990,22990,66,0,0,10,0,1,3,5,1,4,0,0,0,4,3,4,0,4,0,2,0,95,-50000
22991,22991,15,33,41,15,0,0,3,5,1,0,0,0,0,5,34,5,1,4,0,2,1,94,-50000
22992,22992,42,34,24,1,0,1,3,5,0,5,0,0,0,2,3,4,4,1,0,2,52,95,-50000
22993,22993,52,0,0,8,0,1,3,4,0,0,0,0,0,2,32,7,0,1,0,2,0,94,-50000
22994,22994,44,3,33,10,0,1,3,0,1,5,0,0,0,2,3,4,4,4,0,2,52,95,-50000
22995,22995,37,33,13,10,0,1,3,5,0,5,0,0,0,2,32,7,1,4,0,2,52,95,-50000
22996,22996,67,0,0,10,0,4,1,5,1,4,0,0,1,3,3,4,0,4,0,2,0,95,-50000
22997,22997,3,0,0,3,0,0,1,5,0,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
22998,22998,56,45,8,0,0,0,3,5,0,5,0,0,3396,3,1,4,4,4,0,2,35,95,-50000
22999,22999,64,43,28,10,0,1,3,5,1,0,0,0,0,4,3,4,6,4,0,2,52,94,-50000
23000,23000,35,29,39,7,0,1,3,5,1,5,0,0,0,2,3,4,4,4,0,2,52,95,-50000
23001,23001,9,0,0,3,0,0,4,5,1,0,0,0,0,5,22,0,0,4,0,0,0,95,-50000
23002,23002,34,4,34,10,0,0,3,5,1,5,0,0,0,3,1,4,1,4,0,2,45,95,-50000
23003,23003,54,2,44,8,0,1,3,1,1,0,0,0,0,2,25,5,3,1,0,2,52,94,-50000
23004,23004,27,40,26,10,0,6,3,5,0,5,0,0,0,3,16,3,4,4,0,2,12,95,-50000
23005,23005,73,0,0,15,0,0,1,5,0,4,0,0,0,5,1,4,0,4,0,2,0,95,-50000
23006,23006,42,0,0,10,0,5,3,6,1,0,0,0,0,5,19,6,0,1,0,2,0,94,-50000
23007,23007,33,37,37,1,0,1,3,5,1,5,0,0,0,2,3,4,6,4,0,2,22,95,-50000
23008,23008,33,9,37,5,0,1,3,5,1,5,0,0,0,2,3,4,3,4,0,2,52,95,-50000
23009,23009,58,4,14,10,0,5,3,5,1,0,4787,0,0,3,1,4,1,4,0,2,52,94, 50000+.
23010,23010,39,32,16,14,0,5,3,5,1,5,0,0,0,5,16,3,1,4,0,2,24,95,-50000
23011,23011,40,43,10,0,0,1,3,5,0,0,0,0,150,2,32,7,5,4,0,2,40,94,-50000
23012,23012,32,8,36,10,0,1,3,5,1,5,0,0,0,2,3,4,4,4,2,2,51,95,-50000
23013,23013,69,0,0,10,0,1,3,5,0,4,0,0,320,0,3,4,1,4,0,2,1,95, 50000+.
23014,23014,28,42,24,10,0,5,3,5,0,5,0,0,0,3,1,4,3,4,0,2,52,95,-50000
23015,23015,50,43,2,11,0,1,3,5,1,5,7298,0,450,2,3,4,3,4,1,2,52,95, 50000+.
